federal state,County town,Companies,Name,road,Postal code,place,Internet,E-Mail,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,,summer opening times (hours by week),Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,,Winter opening times (hours by week),Remarks,longitute,latitude
Bayern,Traunstein,Landratsamt Traunstein,Wertstoffhof Schleching,Kampenwandstr. 13,83259,Schleching,http://www.traunstein.com/wTraunstein/verwaltung/aemter/sg152/abfallwirtschaft/abfuhrunternehmen.php?navanchor=2110295,poststelle@traunstein.bayern,13:00,16:00,,,,,,,,,,,13:00,16:00,,9:00,12:00,,,13:00,16:00,,,,,,,,,,,13:00,16:00,,9:00,12:00,,,,12.40309,47.72713
Bayern,Traunstein,Landratsamt Traunstein,Wertstoffhof Schnaitsee,Gewerbestraße 2,83530,Schnaitsee,http://www.traunstein.com/wTraunstein/verwaltung/aemter/sg152/abfallwirtschaft/abfuhrunternehmen.php?navanchor=2110296,poststelle@traunstein.bayern,,,,,,,8:30,12:00,,,,,8:30,17:30,,8:30,12:00,,,,,,,,,8:30,12:00,,,,,8:30,17:30,,8:30,12:00,,,Fr. Mittagspause von 12:00-14:30 Uhr,12.41102,48.08097
Bayern,Traunstein,Landratsamt Traunstein,Wertstoffhof Seeon-Seebruck,Chiemseestr. 16,83376,Truchtlaching,http://www.traunstein.com/wTraunstein/verwaltung/aemter/sg152/abfallwirtschaft/abfuhrunternehmen.php?navanchor=2110297,poststelle@traunstein.bayern,10:00,12:00,,,,,,,,,,,15:00,18:00,,9:00,12:00,,,10:00,12:00,,,,,,,,,,,15:00,18:00,,9:00,12:00,,,,12.5011391,47.9576015
Bayern,Traunstein,Landratsamt Traunstein,Wertstoffhof Siegsdorf,Am Hochgatter 1 ; Molberting/Öd,83313,Siegsdorf,http://www.traunstein.com/wTraunstein/verwaltung/aemter/sg152/abfallwirtschaft/abfuhrunternehmen.php?navanchor=2110298,poststelle@traunstein.bayern,7:30,18:30,,,,,7:30,18:30,,,,,7:30,18:30,,7:30,13:30,,,7:30,18:30,,,,,7:30,18:30,,,,,7:30,18:30,,7:30,13:30,,,,12.6648284,47.8073797
Bayern,Traunstein,Landratsamt Traunstein,Wertstoffhof Staudach,Bahnhofstr. 2 A / Feuerwehrhaus,83224,Staudach,http://www.traunstein.com/wTraunstein/verwaltung/aemter/sg152/abfallwirtschaft/abfuhrunternehmen.php?navanchor=2110299,poststelle@traunstein.bayern,,,,,,,,,,,,,13:00,17:00,,9:00,12:00,,,,,,,,,,,,,,,13:00,17:00,,9:00,12:00,,,,12.4805036,47.7796374
Bayern,Traunstein,Landratsamt Traunstein,Wertstoffhof Surberg-Lauter,Zeller Str. 10,83362,Lauter,http://www.traunstein.com/wTraunstein/verwaltung/aemter/sg152/abfallwirtschaft/abfuhrunternehmen.php?navanchor=2110300,poststelle@traunstein.bayern,,,,,,,,,,15:00,17:00,,13:00,17:00,,8:00,12:00,,,,,,,,,,,,15:00,17:00,,13:00,17:00,,8:00,12:00,,,,12.71418,47.87527
Bayern,Traunstein,Landratsamt Traunstein,Wertstoffhof Tacherting,Römerstr. 18,83342,Tacherting,http://www.traunstein.com/wTraunstein/verwaltung/aemter/sg152/abfallwirtschaft/abfuhrunternehmen.php?navanchor=2110301,poststelle@traunstein.bayern,15:00,18:00,,,,,8:00,12:00,,,,,8:00,18:00,,8:00,12:00,,,,,,,,,8:00,12:00,,,,,8:00,18:00,,8:00,12:00,,,Fr. Mittagspause von 12:00-14:00 Uhr,12.56405,48.08287
Bayern,Traunstein,Landratsamt Traunstein,Wertstoffhof Taching am See,Tengling Hennhart 6,83373,Taching am See,http://www.traunstein.com/wTraunstein/verwaltung/aemter/sg152/abfallwirtschaft/abfuhrunternehmen.php?navanchor=2110302,poststelle@traunstein.bayern,,,,,,,,,,,,,13:00,17:00,,,,,,,,,,,,,,,,,,13:00,17:00,,,,,,,12.7259519,47.9942188
Bayern,Traunstein,Landratsamt Traunstein,Wertstoffhof Tittmoning,Mühlbachstr. 5  ,84529,Tittmoning,http://www.traunstein.com/wTraunstein/verwaltung/aemter/sg152/abfallwirtschaft/abfuhrunternehmen.php?navanchor=2110303,poststelle@traunstein.bayern,9:00,16:00,,9:00,16:00,,9:00,16:00,,9:00,16:00,,9:00,16:00,,9:00,12:00,,,9:00,16:00,,9:00,16:00,,9:00,16:00,,9:00,16:00,,9:00,16:00,,9:00,12:00,,,Mo.-Fr. Mittagspause von 12:00-13:00 Uhr,12.77264,48.02226
Bayern,Traunstein,Fa. Remondis,Wertstoffhof Traunreut,Kolpingstr. 5,83301,Traunreut,http://www.traunstein.com/wTraunstein/verwaltung/aemter/sg152/abfallwirtschaft/abfuhrunternehmen.php?navanchor=2110304,poststelle@traunstein.bayern,8:00,16:00,,8:00,16:00,,8:00,12:00,,8:00,16:00,,8:00,18:00,,8:00,13:00,,,8:00,16:00,,8:00,16:00,,8:00,12:00,,8:00,16:00,,8:00,18:00,,8:00,13:00,,,,12.58227,47.96447
Bayern,Traunstein,Landratsamt Traunstein,Wertstoffhof Traunstein,Scheibenstraße 31,83278,Traunstein,http://www.traunstein.com/wTraunstein/verwaltung/aemter/sg152/abfallwirtschaft/abfuhrunternehmen.php?navanchor=2110305,poststelle@traunstein.bayern,7:00,18:00,,,,,7:00,18:00,,,,,7:00,18:00,,7:00,12:00,,,7:00,18:00,,,,,7:00,18:00,,,,,7:00,18:00,,7:00,12:00,,,,12.6539569,47.8704108
Bayern,Traunstein,J.Schaumaier Nachf. GmbH,Wertstoffcenter Schaumaier Recycling,Industriestraße 4,83278,Traunstein,http://www.schaumaier.de/wertstoffhof/alles-auf-einen-blick.html,info@schaumaier.de,7:30,18:00,,7:30,18:00,,7:30,18:00,,7:30,18:00,,7:30,18:00,,8:00,13:00,,,7:30,18:00,,7:30,18:00,,7:30,18:00,,7:30,18:00,,7:30,18:00,,8:00,13:00,,,,12.62898,47.8858516
Bayern,Traunstein,Landratsamt Traunstein,Wertstoffhof Trostberg,Söldenhofstr. 17,83308,Trostberg,http://www.traunstein.com/wTraunstein/verwaltung/aemter/sg152/abfallwirtschaft/abfuhrunternehmen.php?navanchor=2110307,poststelle@traunstein.bayern,8:00,18:00,,,,,8:00,18:00,,,,,8:00,18:00,,8:00,12:00,,,8:00,18:00,,,,,8:00,18:00,,,,,8:00,18:00,,8:00,12:00,,,,12.57312,48.03827
Bayern,Traunstein,Landratsamt Traunstein,Wertstoffhof Übersee,Waldweg 32,83236,Übersee,http://www.traunstein.com/wTraunstein/verwaltung/aemter/sg152/abfallwirtschaft/abfuhrunternehmen.php?navanchor=2110308,poststelle@traunstein.bayern,,,,14:00,17:00,,9:00,17:00,,,,,9:00,17:00,,9:00,13:00,,,,,,14:00,17:00,,9:00,17:00,,,,,9:00,17:00,,9:00,13:00,,,Mi. Mittagspause von 12:00-14:00 Uhr Fr. Mittagspause von 12:00-13:00 Uhr,12.4936801,47.8351899
Bayern,Traunstein,Landratsamt Traunstein,Wertstoffhof Unterwössen,Streichenweg,83246,Unterwössen,http://www.traunstein.com/wTraunstein/verwaltung/aemter/sg152/abfallwirtschaft/abfuhrunternehmen.php?navanchor=2110309,poststelle@traunstein.bayern,13:00,17:00,,,,,,,,,,,8:00,17:00,,8:00,12:00,,,13:00,17:00,,,,,,,,,,,8:00,17:00,,8:00,12:00,,,Fr. Mittagspause von 12:00-13:00 Uhr ,12.4426843,47.7299781
Bayern,Traunstein,Landratsamt Traunstein,Wertstoffhof Oberwössen,Taubenseestraße/Am Moosbach,83249,Oberwössen,http://www.traunstein.com/wTraunstein/verwaltung/aemter/sg152/abfallwirtschaft/abfuhrunternehmen.php?navanchor=2110310,poststelle@traunstein.bayern,,,,13:00,17:00,,,,,,,,13:00,17:00,,9:00,12:00,,,,,,13:00,17:00,,,,,,,,13:00,17:00,,9:00,12:00,,,,12.4806227,47.7074283
Bayern,Traunstein,Landratsamt Traunstein,Wertstoffhof Vachendorf ,Am Schwimmbad,83377,Vachendorf,http://www.traunstein.com/wTraunstein/verwaltung/aemter/sg152/abfallwirtschaft/abfuhrunternehmen.php?navanchor=2110311,poststelle@traunstein.bayern,,,,,,,14:00,17:00,,,,,14:00,17:00,,9:00,13:00,,,,,,,,,14:00,17:00,,,,,14:00,17:00,,9:00,13:00,,,,12.605455,47.8386073
Bayern,Traunstein,Landratsamt Traunstein,Wertstoffhof Waging am See ,Am Höllenbach 21 / nähe Feuerwehrhaus      ,83329,Waging,http://www.traunstein.com/wTraunstein/verwaltung/aemter/sg152/abfallwirtschaft/abfuhrunternehmen.php?navanchor=2110312,poststelle@traunstein.bayern,,,,14:00,17:00,,,,,,,,14:00,17:00,,8:00,12:00,,,,,,14:00,17:00,,,,,,,,14:00,17:00,,8:00,12:00,,,,12.7295414,47.9341152
Bayern,Traunstein,Landratsamt Traunstein,Wertstoffhof Wonneberg,Am Sportplatz,83329,Waging/See,http://www.traunstein.com/wTraunstein/verwaltung/aemter/sg152/abfallwirtschaft/abfuhrunternehmen.php?navanchor=2110313,poststelle@traunstein.bayern,,,,,,,18:00,19:00,,,,,,,,8:00,12:00,,,,,,,,,,,,,,,,,,8:00,12:00,,,,12.7393869,47.9327338
Bayern,Weilheim-Schongau,Erbenschwanger Verwertungs- und Abfallentsorgungsgesellschaft mbH,Abfallentsorgungszentrum (AEZ) Erbenschwang,An der Kreuzstr. 100,86980,Ingenried,http://www.eva-abfallentsorgung.de/wertstoffhoefe-recyclinghoefe-gruengutsammelstellen-landkreis-weilheim-schongau/abfallentsorgungszentrum-aez-erbenschwang.html?tmpl=componentpopup,info@eva-abfallentsorgung.de,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,12:00,,,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,12:00,,,Karsamstag Heiligabend und Silvester geschlossen; Der Wertstoffhof nimmt ganzjährig Gartenabfälle anAsbestzementplatten werden nur montags bis freitags angenommen keine Schadstoffannahme,10.81154,47.79563
Bayern,Weilheim-Schongau,Erbenschwanger Verwertungs- und Abfallentsorgungsgesellschaft mbH,Wertstoffhof Weilheim,Leprosenweg 14 b,82362,Weilheim,http://www.eva-abfallentsorgung.de/wertstoffhoefe-recyclinghoefe-gruengutsammelstellen-landkreis-weilheim-schongau/recyclinghof-weilheim.html?tmpl=componentpopup,info@eva-abfallentsorgung.de,,,,8:30,16:00,,8:30,16:00,,8:30,16:00,,8:30,18:00,,8:00,13:00,,,,,,8:30,16:00,,8:30,16:00,,8:30,16:00,,8:30,18:00,,8:00,13:00,,,Di.-Fr. Mittagspause von 12:00-13:00 Uhr; Faschingsdienstag nachmittag Karsamstag Heiligabend und Silvester geschlossen Der Wertstoffhof nimmt ganzjährig Gartenabfälle an,11.1476,47.85127
Bayern,Weilheim-Schongau,Erbenschwanger Verwertungs- und Abfallentsorgungsgesellschaft mbH,Wertstoffhof Peißenberg,Am Holzgarten 16 (BHS-Gelände),82380,Peißenberg,http://www.eva-abfallentsorgung.de/wertstoffhoefe-recyclinghoefe-gruengutsammelstellen-landkreis-weilheim-schongau/recyclinghof-peissenberg.html?tmpl=componentpopup,info@eva-abfallentsorgung.de,8:30,16:00,,8:30,16:00,,,,,8:30,16:00,,8:30,18:00,,8:00,13:00,,,8:30,16:00,,8:30,16:00,,,,,8:30,16:00,,8:30,18:00,,8:00,13:00,,,Faschingsdienstag nachmittag Karsamstag Heiligabend und Silvester geschlossen; Keine Schadstoffannahme Der Wertstoffhof nimmt ganzjährig Gartenabfälle an,11.0604693,47.7863276
Bayern,Weilheim-Schongau,Erbenschwanger Verwertungs- und Abfallentsorgungsgesellschaft mbH,Wertstoffhof Penzberg,Schönmühl 11 (alte Deponie Schönmühl),82377,Penzberg,http://www.eva-abfallentsorgung.de/wertstoffhoefe-recyclinghoefe-gruengutsammelstellen-landkreis-weilheim-schongau/recyclinghof-penzberg.html?tmpl=componentpopup,info@eva-abfallentsorgung.de,8:30,16:00,,,,,8:30,16:00,,,,,8:30,16:00,,8:30,13:00,,,8:30,16:00,,,,,8:30,16:00,,,,,8:30,16:00,,8:30,13:00,,,Karsamstag Heiligabend und Silvester geschlossen Keine Schadstoffannahme Der Wertstoffhof nimmt ganzjährig Gartenabfälle an.,11.4073961,47.7411872
Bayern,Stadt Landshut,Stadt Landshut,Wertstoff- und Entsorgungszentrum (WEZ Wertstoffhof),Äußere Parkstraße 1,84032,Altdorf,http://www.landshut.de/portal/natur-umwelt/abfall/wertstoffhof-wez.html,wez@landshut.de,,,,13:00,19:00,,9:00,17:00,,13:00,17:00,,9:00,17:00,,9:00,13:00,,,,,,13:00,19:00,,9:00,17:00,,13:00,17:00,,9:00,17:00,,9:00,13:00,,,Ansprechpartner der Email: Herr Josef Fischer (Leiter des WEZ),12.11002,48.54821
Bayern,Regen,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Achslach,Gotteszeller Weg 7,94250,Achslach,https://www.awg.de/uebersichtsseite/stationsdetails/89,info@awg.de,,,,,,,,,,,,,13:00,18:00,,9:00,12:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,12.94424,48.97361
Bayern,Deggendorf,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Aholming,Sportplatzstr. 27,94527,Aholming,https://www.awg.de/uebersichtsseite/stationsdetails/116,info@awg.de,,,,,,,,,,,,,13:00,17:00,,9:00,12:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,12.9017958,48.7374049
Bayern,Passau,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Aicha v.W.,Dreiburgenstr. 6 a,94529,Aicha v.W.,https://www.awg.de/uebersichtsseite/stationsdetails/30,info@awg.de,,,,,,,13:00,17:00,,,,,13:00,17:00,,9:00,12:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,13.29738,48.67748
Bayern,Passau,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Aidenbach,Am Gewerbepark 1,94501,Aidenbach,https://www.awg.de/uebersichtsseite/stationsdetails/5,info@awg.de,,,,13:00,17:00,,9:00,12:00,,,,,13:00,17:00,,9:00,12:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,13.0747934,48.5707094
Bayern,Passau,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Aldersbach,Knorrstr.,94501,Aldersbach,https://www.awg.de/uebersichtsseite/stationsdetails/13,info@awg.de,,,,,,,13:00,17:00,,,,,13:00,17:00,,9:00,12:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,13.0952448,48.591965
Bayern,Regen,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Arnbruck,Max-Ruderer-Str. 3,93471,Arnbruck,https://www.awg.de/uebersichtsseite/stationsdetails/90,info@awg.de,,,,13:00,17:00,,,,,,,,13:00,17:00,,9:00,12:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,12.9834615,49.1276517
Bayern,Deggendorf,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Auerbach,Am Lehmhügel 1,94530,Auerbach,https://www.awg.de/uebersichtsseite/stationsdetails/117,info@awg.de,,,,,,,,,,,,,13:00,17:00,,9:00,12:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,13.0921,48.80217
Bayern,Deggendorf,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Außernzell,Eginger Str. 40,94532,Außernzell,https://www.awg.de/uebersichtsseite/stationsdetails/2,info@awg.de,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,17:00,,9:00,14:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,13.225159,48.723014
Bayern,Passau,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Bad Füssing,Wies 13,94072,Bad Füssing,https://www.awg.de/uebersichtsseite/stationsdetails/17,info@awg.de,,,,13:00,17:00,,9:00,12:00,,,,,13:00,17:00,,9:00,12:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,13.3284469,48.3375919
Bayern,Passau,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Bad Griesbach,Jahnstr. 5,94086,Bad Griesbach,https://www.awg.de/uebersichtsseite/stationsdetails/18,info@awg.de,,,,9:00,12:00,,13:00,17:00,,,,,13:00,17:00,,9:00,16:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,13.187051,48.4525971
Bayern,Regen,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Bayer. Eisenstein,Hauptstr. 1 a,94252,Bayer. Eisenstein,https://www.awg.de/uebersichtsseite/stationsdetails/91,info@awg.de,,,,,,,13:00,17:00,,,,,,,,9:00,13:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,13.19394,49.11919
Bayern,Weilheim-Schongau,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Bernried,Kaltecker Str. 33,94505,Bernried,https://www.awg.de/uebersichtsseite/stationsdetails/156,info@awg.de,,,,,,,9:00,12:00,,,,,13:00,17:00,,9:00,12:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,12.9245744,48.9005519
Bayern,Regen,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Bischofsmais,Hochbruck Bauhof 6,94253,Bischofsmais,https://www.awg.de/uebersichtsseite/stationsdetails/92,info@awg.de,,,,13:00,17:00,,,,,,,,13:00,17:00,,9:00,12:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,13.08816,48.9139
Bayern,Regen,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Bodenmais,Kötztinger Str. 49 (ehem. Mooshof 3),94249,Bodenmais,https://www.awg.de/uebersichtsseite/stationsdetails/94,info@awg.de,,,,,,,9:00,17:00,,,,,13:00,17:00,,9:00,14:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,13.1020353,49.0701524
Bayern,Passau,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Breitenberg,Schulstr. 30,94139,Breitenberg,https://www.awg.de/uebersichtsseite/stationsdetails/31,info@awg.de,,,,15:00,17:00,,,,,,,,13:00,17:00,,9:00,12:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,13.7885078,48.7063074
Bayern,Deggendorf,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Buchhofen,Manndorf 1 a,94533,Buchhofen,https://www.awg.de/uebersichtsseite/stationsdetails/118,info@awg.de,,,,,,,,,,,,,13:00,17:00,,9:00,12:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,12.9431211,48.6993011
Bayern,Regen,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Böbrach,Wieshof 10,94255,Böbrach,https://www.awg.de/uebersichtsseite/stationsdetails/93,info@awg.de,,,,15:00,18:00,,,,,,,,14:00,17:00,,9:00,12:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,13.025949,49.0550866
Bayern,Regen,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Drachselsried,Gewerbegebiet 8,94256,Drachselsried,https://www.awg.de/uebersichtsseite/stationsdetails/95,info@awg.de,,,,13:00,17:00,,,,,,,,13:00,17:00,,9:00,12:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,13.0029261,49.1074048
Bayern,Passau,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Eging,Grafenauer Str. 21,94535,Eging,https://www.awg.de/uebersichtsseite/stationsdetails/6,info@awg.de,,,,13:00,17:00,,,,,,,,13:00,17:00,,9:00,12:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,13.2689051,48.7185325
Bayern,Freyung-Grafenau,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Eppenschlag,Florianstr. 9a,94536,Eppenschlag,https://www.awg.de/uebersichtsseite/stationsdetails/71,info@awg.de,,,,,,,15:00,17:00,,,,,14:00,17:00,,9:00,12:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,13.29607,48.88951
Bayern,Regen,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Frauenau,Auweg 27,94258,Frauenau,https://www.awg.de/uebersichtsseite/stationsdetails/96,info@awg.de,,,,13:00,17:00,,,,,,,,13:00,17:00,,9:00,12:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,13.30227,48.98746
Bayern,Freyung-Grafenau,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Freyung,Am Bahnhof 17,94078,Freyung,https://www.awg.de/uebersichtsseite/stationsdetails/69,info@awg.de,,,,9:00,17:00,,,,,,,,9:00,17:00,,9:00,14:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,13.55009,48.80201
Bayern,Passau,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Fürstenstein,Brunnenweg 1,94538,Fürstenstein,https://www.awg.de/uebersichtsseite/stationsdetails/34,info@awg.de,,,,13:00,17:00,,,,,,,,13:00,17:00,,9:00,12:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,13.33867,48.71374
Bayern,Passau,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Fürstenzell,Bahnhofstr. 57,94081,Fürstenzell,https://www.awg.de/uebersichtsseite/stationsdetails/29,info@awg.de,,,,13:00,17:00,,,,,,,,13:00,17:00,,9:00,12:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,13.32764,48.51898
Bayern,Regen,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Geiersthal-Teisnach,Im Gewerbegebiet 8,94244,Geiersthal,https://www.awg.de/uebersichtsseite/stationsdetails/106,info@awg.de,,,,,,,13:00,17:00,,,,,9:00,17:00,,9:00,14:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,12.99064,49.02734
Bayern,Regen,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Gotteszell,Erlenweg 5,94239,Gotteszell,https://www.awg.de/uebersichtsseite/stationsdetails/97,info@awg.de,,,,16:00,18:00,,,,,,,,13:00,18:00,,9:00,12:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,12.9728728,48.9617894
Bayern,Deggendorf,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Grafling,Dattinger Str. 14,94539,Grafling,https://www.awg.de/uebersichtsseite/stationsdetails/110,info@awg.de,,,,13:00,17:00,,,,,,,,13:00,17:00,,9:00,12:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,12.9744226,48.9006664
Bayern,Freyung-Grafenau,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Grainet,Fürholz-Kurzsäge 13,94143,Grainet,https://www.awg.de/uebersichtsseite/stationsdetails/60,info@awg.de,,,,,,,13:00,17:00,,,,,13:00,16:00,,9:00,12:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,13.6589969,48.7869006
Bayern,Deggendorf,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Grattersdorf,Lanzinger Str. 1,94551,Grattersdorf,https://www.awg.de/uebersichtsseite/stationsdetails/119,info@awg.de,,,,,,,13:00,17:00,,,,,,,,9:00,12:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,13.1493579,48.8074635
Bayern,Passau,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Haarbach,Ortenburger Str. 20 a,94542,Haarbach,https://www.awg.de/uebersichtsseite/stationsdetails/19,info@awg.de,,,,,,,,,,,,,13:00,17:00,,9:00,12:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,13.14694,48.50477
Bayern,Freyung-Grafenau,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Haidmühle,Hammerstr. 148,94145,Haidmühle,https://www.awg.de/uebersichtsseite/stationsdetails/61,info@awg.de,,,,13:00,17:00,,,,,,,,13:00,17:00,,9:00,12:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,13.77618,48.83038
Bayern,Passau,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Hauzenberg,Steinmetzstr. 6,94051,Hauzenberg,https://www.awg.de/uebersichtsseite/stationsdetails/40,info@awg.de,,,,13:00,17:00,,9:00,17:00,,,,,9:00,17:00,,9:00,14:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,13.638239,48.6415343
Bayern,Deggendorf,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Hengersberg,Industriestr. 3,94491,Hengersberg,https://www.awg.de/uebersichtsseite/stationsdetails/120,info@awg.de,,,,13:00,17:00,,9:00,17:00,,,,,13:00,17:00,,9:00,14:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,13.05961,48.76616
Bayern,Freyung-Grafenau,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Hinterschmiding,Vorderschm. - Freyunger Str. 67,94146,Hinterschmiding,https://www.awg.de/uebersichtsseite/stationsdetails/62,info@awg.de,,,,,,,13:00,17:00,,,,,13:00,17:00,,9:00,12:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,13.6013082,48.8232867
Bayern,Passau,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Hofkirchen,Gewerbegebiet 6,94544,Hofkirchen,https://www.awg.de/uebersichtsseite/stationsdetails/8,info@awg.de,,,,13:00,17:00,,,,,,,,13:00,17:00,,9:00,12:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,13.1227,48.67105
Bayern,Freyung-Grafenau,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Hohenau,Kirchl 28,94545,Hohenau,https://www.awg.de/uebersichtsseite/stationsdetails/72,info@awg.de,,,,13:00,17:00,,,,,,,,13:00,17:00,,9:00,12:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,13.50808,48.86139
Bayern,Passau,Zweckverband Abfallwirtschaft ZAW Donau-Wald,Recyclinghof Hutthurm/Büchlberg,Goldener Steig 41,94116,Hutthurm,https://www.awg.de/uebersichtsseite/stationsdetails/35,info@awg.de,,,,9:00,12:00,,13:00,17:00,,,,,9:00,17:00,,9:00,14:00,,,,,,,,,,,,,,,,,,,,,,Öffnungszeit 27.3.2017 bis 29.10.2017,13.4874295,48.6674423
